product_code,date,general_stars,softens_the_hair_stars,formulation_stars,scent_stars,key_words,text,number_of_likes
GA230819992,20240406,5,5,5,5,"Hair Type: Thinning 
Hair Concern: Thickening ","D&ugrave;ng 2 lọ r, sẽ mua lại ạ!
",0
GA230819992,20240404,5,5,5,5,,Super refreshing and helps a lot with dandruff! ,0
GA230819992,20240404,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Balancing ",always repurchasing this one my favorite ,0
GA230819992,20240404,5,3,5,3,"Hair Type: Fine 
Hair Concern: Anti-Frizz,Hydrating,Scalp Treatment ","I&rsquo;ve used minimum 6 bottles and stock four more. Since I used this scalp tonic, hair volume got bigger. Highly recommend for people who have thin hair and hair loss. ",0
GA230819992,20240403,4,4,5,4,"Hair Type: Dry 
Hair Concern: Damage Repair,Hair Growth,Heat Protection","good, i noticed a bit increase in hair growth after using it for 3 weeks consecutively. ",0
GA230819992,20240331,5,5,5,5,,"very good, help with oil control and the mint scent is nice",0
GA230819992,20240331,4,4,5,5,"Hair Type: Hair loss
Hair Concern: Scalp Treatment ","清涼感のあるハーブ系の香りで好み。
スースー感はないので季節問わず使いやすい。",0
GA230819992,20240328,4,4,5,4,"Hair Type: Hair loss
Hair Concern: Anti-Dandruff,Anti-Frizz,Scalp Treatment ","Have been using it for a bit, not bad so far it fluffs your roots but I haven&#39;t noticed significant growth or thickness yet ",0
GA230819992,20240328,5,4,5,5,"Hair Type: Hair loss
Hair Concern: Anti-Frizz,Hair Growth,Damage Repair",Been using it for about 3 weeks and I&#39;ve noticed less hair fall around my temples! Also love that the product is cooling and soothing on the scalp.,0
GA230819992,20240328,4,4,4,4,"Hair Type: Colored
Hair Concern: Anti-Dandruff",Has a strong rosemary root smell. ,0
GA230819992,20240327,5,3,5,5,"Hair Type: Colored
Hair Concern: Anti-Dandruff,Anti-Frizz,Damage Repair",Great cooling and refreshing sensation on scalp - helps with oiliness and itchiness.,0
GA230819992,20240326,5,5,5,2,"Hair Type: Thinning 
Hair Concern: Thickening ,Volumizing",First impression was the strong rosemary smell. I will wait for feedback from family on whether they find it too strong for them as well. I believe that there is some alcohol in this. I am fine with that. Will update again after using this for a while,0
GA230819992,20240324,5,5,5,5,,Love this set so much. Make my hair grows faster,0
GA230819992,20240324,5,5,5,5,"Hair Type: Thinning 
Hair Concern: Shine ,Damage Repair,Anti-Frizz",My hair grows more and i like the smell very fresh,0
GA230819992,20240323,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Color Protection,Damage Repair","The soft rosemary scent and the refreshing, cooling feeling on your scalp are everything to me in this product. I just started using it, so I will update it if it helps my hair grow.",0
GA230819992,20240322,5,4,5,3,,"Amo este producto, me ha ayudado mucho con el crecimiento. 
Tiene una textura ligera, lo cual no deja el pelo grasoso. 
Tiene bastante olor pero no incomoda, es mas bien como un olor a limpio y menta",0
GA230819992,20240322,4,3,4,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Hair Growth,Heat Protection","Very nice, doesn&#39;t make my hair greasy at all. Still waiting to see if it helps with hair growth but the minty sensation is soothing and my scalp feels less dry after using it. ",0
GA230819992,20240321,5,3,5,5,"Hair Type: Fine 
Hair Concern: Anti-Dandruff,Volumizing",Smell so good and it feel cool after applying. I am not sure it will help to grow hair or not but this is a must item that people should try,0
GA230819992,20240320,5,4,5,5,"Hair Type: Dry 
Hair Concern: Heat Protection,Hydrating,Scalp Treatment ","I bought this for my scalp massage after running in hot, sunny weather. It smells really good and makes me feel refreshed and cools down when I use it. ",0
GA230819992,20240320,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Hair Growth,Heat Protection,Hydrating",It makes my hair feel so soft and it helps it stay voluminous in between washes! I adore the scent and the cool refreshing sensation on my scalp as well.,0
GA230819992,20240320,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Balancing ,Color Protection",My favorite root enhancer! It has a nice rosemary scent that gives a nice tingling feeling on my scalp. The scent doesn&#39;t linger long but my scalp loves this thing. I&#39;ve only been using it for about a month but I do notice less fallout which is my goal. Definitely recommend. ,0
GA230819992,20240317,4,4,3,4,"Hair Type: Curly & Wavy 
Hair Concern: Hair Growth,Scalp Treatment ,Damage Repair",It has a minty feeling once sprayed to the scalp. I will make an update and lets see the outcome,0
GA230819992,20240316,5,5,5,5,"Hair Type: Dry 
Hair Concern: Color Protection,Damage Repair,Heat Protection",시원한 느낌이 아주 좋고 볼륨도 잘사는것같아요 ,0
GA230819992,20240315,5,5,5,5,"Hair Type: Greying 
Hair Concern: Anti-Frizz,Scalp Treatment ","향도 좋고 시원해서 열감을 낮춰주니 정말 좋습니다.
매일 사용하기도 좋아요.
재구매 합니다.",0
GA230819992,20240315,5,5,5,5,,I bought one in Korea and I heard alot of reviews about it. Its goos for the scalp for the long term. I&#39;m so happy I saw this in store with the promo. Cooling for the scalp will continuously use it for best results,0
GA230819992,20240314,5,5,5,5,,"Recommend this , could see results in 1-2 weeks",0
GA230819992,20240313,4,4,4,4,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Dandruff,Balancing ,Anti-Frizz",It gives your scalp a fresh feeling which i like the most.,0
GA230819992,20240312,5,5,5,5,"Hair Type: Thinning 
Hair Concern: Color Protection,Damage Repair,Hair Growth",I&rsquo;ve rebuying this. It does help strengthen your roots. Leaving a refresh feel after using. My hair scalp has been improving. Definitely will buy this again and again,0
GA230819992,20240312,5,5,5,5,,My hair stop falling after I use this,0
GA230819992,20240310,5,5,5,5,"Hair Type: Colored
Hair Concern: Damage Repair,Heat Protection,Color Protection",Been using for a while with my hair routine.  Love the feeling on my scalp.,0
GA230819992,20240309,5,5,5,5,"Hair Type: Colored
Hair Concern: Anti-Frizz,Damage Repair,Hair Growth","This is the second time that I buy this scalp treatment, love the scent, my scalp feels refreshed and I&#39;ve notice less redness.",0
GA230819992,20240309,5,2,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Damage Repair,Hair Growth","It is so good. It mouistures the scalp, makes your hair looks stronger and healtier. It causes in fast hair growth.",0
GA230819992,20240307,5,5,5,5,"Hair Type: Colored
Hair Concern: Heat Protection,Hair Growth,Damage Repair",Really helps for scalp🥰🙌🏼,0
GA230819992,20240307,5,5,5,4,,"I bought this for myself but my husband finished 1 bottle in 1 week after I tried it on him :))) he loves this product cuz it soothes his itchy, dry scalp. It leaves a very minty cooling feeling after use. The scent is pretty but it doesn&rsquo;t bother much. We haven&rsquo;t used this product long enough to see if it actually help hair growth but we&rsquo;ll still give it a 5⭐️ ",0
GA230819992,20240306,5,3,4,5,,Fresh smell and prevents odors throughout the day ,0
GA230819992,20240306,5,5,5,5,"Hair Type: Hair loss
Hair Concern: Anti-Dandruff,Scalp Treatment ,Shine ","I&#39;ve been using this for about a month now and I&#39;ve noticed a positive change in the volume of my hair and faster hair growth!
It&#39;s really soothing on the scalp and also smells amazing.",0
GA230819992,20240306,4,2,4,3,"Hair Type: Curly & Wavy 
Hair Concern: Hair Growth",it feels tingly in my scalp and i see it it helping in some areas but not in the ones where i have intense struggle with,0
GA230819992,20240305,5,4,4,5,,I&#39;m only giving it four stars overall simply because I haven&#39;t used it long enough to see any real noticeable growth. Applicator allows you to get close to the hair line without feeling like it&#39;s a struggle to use and it has a pretty even spray to cover a decent area. ,0
GA230819992,20240305,4,5,4,4,,nice scent cools down the scalp well ,0
GA230819992,20240304,4,4,4,5,"Hair Type: Fine 
Hair Concern: Anti-Dandruff,Scalp Treatment ","It has a nice herby scent, tingles when applied to scalp 
Will use to see the result ",0
GA230819992,20240301,5,4,5,4,"Hair Type: Hair loss
Hair Concern: Hair Growth,Hydrating,Damage Repair",THIS PRODUCT IS AMAZING!!! It has helped a lot with growing in my hair and I noticed that it also helps prevent the amount of hair falling out. I like the refreshing cool feeling when put on.,0
GA230819992,20240229,4,3,4,5,"Hair Type: Curly & Wavy 
Hair Concern: Hair Growth,Hydrating,Thickening ","Very fresh and minty feeling to the scalp, does make a hair a tiny bit oily but it feels nice. ",0
GA230819992,20240228,5,5,5,5,,Absolutely loved this. It smells great and have a cooling effect. This also helped in keeping my hair detangled. ,0
GA230819992,20240227,5,5,5,5,"Hair Type: Frizzy 
Hair Concern: Damage Repair,Scalp Treatment ,Shine ",Really nice hair tonic! Helps with scalp irritation and pairs well with the shampoo as well. ,0
GA230819992,20240227,5,3,4,4,"Hair Type: Frizzy 
Hair Concern: Scalp Treatment ",Super refreshing and great! Helps get rid of the itchiness,0
GA230819992,20240227,2,2,3,1,"Hair Type: Frizzy 
Hair Concern: Heat Protection,Damage Repair,Hair Growth",Made my scalp very dry and become flakey but it does have a cooling sensation which was nice ,0
GA230819992,20240226,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Damage Repair,Hydrating,Scalp Treatment ","This is my 3rd time purchasing this spray, first time getting the double pack which was much needed! I go through this spray very fast which is the only downside, other than that it&#39;s the perfect spray for my scalp! It&#39;s refreshing and smells pleasant and keeps my scalp moisturized without being greasy
Use code AMANDAMC17 for 5% discount!",0
GA230819992,20240225,4,3,4,4,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Damage Repair,Hair Growth",Feels really good on your scalp and smells very nice ,0
GA230819992,20240224,5,5,5,5,," love this product. It gives really good cooling and refreshing sensation and it doesn&rsquo;t make your hair greasy at all. Has a good consumption. It shows good effect on hair growth , in one month I noticed my hair started growing a bit faster and places with less hair started to grow ",0
GA230819992,20240223,5,5,5,5,"Hair Type: Fine 
Hair Concern: Thickening ,Volumizing",This does not make my hair greasy even when applied to dried hair. Love the subtle volume it gives!,0
GA230819992,20240222,5,5,5,5,,Rosemary scent is not overwhelming.,0
GA230819992,20240222,5,3,5,5,,I think its helps me because I noticed small hair now. I will surely buy it again.,0
GA230819992,20240220,5,5,4,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Color Protection,Balancing ","I haven&#39;t seen any results in terms of re-growth like some others&#39; reviews claim, but I do notice that my hair has become softer and shinier. 

The smell is wonderful, too. I feel like that alone is worth a try. I&#39;m not very into aroma therapy, but it is a pretty simple way to lift my moods. It mixes well with floral perfumes, too. ",0
GA230819992,20240220,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Shine ",Not only does it promote hair growth but it makes my scalp feel sooo fresh and clean istg im addicted. I use it every night and on wet hair ,0
GA230819992,20240219,5,3,5,4,,Definitely helps me hair not fall out too much. Feel a slight burn sometimes but so wonderful!,0
GA230819992,20240218,5,5,4,4,"Hair Type: Fine 
Hair Concern: Anti-Frizz,Damage Repair",めっちゃいい感じ、また買います。ksん&uarr;ぢwんwきsdkskwんwsk,0
GA230819992,20240218,3,3,3,4,"Hair Type: Dry 
Hair Concern: Damage Repair,Hair Growth","good so far, have only used twice but heard that it makes your hair grow back !",0
GA230819992,20240217,5,4,4,4,,My scalp cannot go a day without washing and this rosemary root enhancer really helped prevent my scalp from itchy.,0
GA230819992,20240217,5,3,5,5,"Hair Type: Frizzy 
Hair Concern: Anti-Frizz,Damage Repair,Hair Growth",I&rsquo;m seeing more baby hairs but I&rsquo;m not sure if that&rsquo;s because they&rsquo;re growing or if it&rsquo;s because this product is just adding more volume to my roots. In general i like the cool feeling on my scalp when I use this and it smells good! I&rsquo;ve only used this product for a couple of weeks but I would buy this again. ,0
GA230819992,20240216,5,5,5,4,"Hair Type: Thinning 
Hair Concern: Color Protection,Damage Repair,Hair Growth",Hair loss is reducing day by day &hellip; will keep on using ,0
GA230819992,20240216,4,4,4,5,"Hair Type: Dry 
Hair Concern: Anti-Dandruff,Anti-Frizz,Balancing ","I love the feel of this on my scalp, not sure if it helps with growth but doesn&rsquo;t hurt to try it.
",0
GA230819992,20240216,5,5,5,5,,I love how cooling it its. Gives a fresh feeling. Smells good and herbal. I like it. But it does leave a spicy tingling feeling down ur scalp if you perspire alot,0
GA230819992,20240216,4,5,5,4,,"So far so good! I&#39;ve used about 3/4 of the 1st bottle and I really like how it feels on my scalp. I haven&#39;t noticed any new hair growth yet, but my eczema on my scalp has gone away and the flakiness is gone too!

I would definitely buy again!",0
GA230819992,20240215,5,5,5,5,"Hair Type: Dry 
Hair Concern: Hair Growth,Purifying ,Shine ",Love the smell and it really work. I can see a lot baby hair now love it love it ,0
GA230819992,20240215,5,4,5,5,"Hair Type: Colored
Hair Concern: Damage Repair",This is my second purchased. Love the scent and it works well,0
GA230819992,20240215,5,5,5,5,"Hair Type: Fine 
Hair Concern: Hair Growth,Thickening ","I like this a lot, I feel like it has helped reducing the amount of hair that has been falling out lately. Really good value for the double pack. The scent is very pleasant and my scalp feels refreshed when using this. I&#39;ll keep it in stock.",0
GA230819992,20240214,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Hydrating,Hair Growth",It leaves a refreshed feeling that I love. It has helped with my hair loss and growth but don&rsquo;t expect immediate results. ,0
GA230819992,20240213,4,5,5,3,,It helped alot with my itchiness. My scalp gets itching every once in a while but this helped it soothe.,0
GA230819992,20240213,5,5,5,5,,"LIFE CHANGING! I am not joking when I say this. This is my HOLY GRAIL for my hair. I was very stressed at how fragile and &quot;straw&quot; looking my hair was becoming. My hair was thinning so badly I was getting self-conscious. My scalp no longer feels dry and flaky. My hair feels thicker, healthier, shinier, and FULLER. I spray this in my roots that need more help than others. I spray it multiple times a day. It absorbs into my hair and it doesn&#39;t feel oily or weigh it down. It has a minty fragrance. I have been using this every day for the past couple of weeks and will repurchase it. Just look at the before and after. ",0
GA230819992,20240213,4,3,3,4,,Haven&rsquo;t used it hope it can bring me a good result ,0
GA230819992,20240213,4,4,5,3,,Love this. Have not been consistent but my hair feels nice after I spray it on in the morning before I shower later in the day,0
GA230819992,20240209,5,5,5,4,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Hair Growth,Thickening ",I haven&rsquo;t noticed much growth yet as it&rsquo;s only early but it feels very nice on the scalp and doesn&rsquo;t irritate at all,0
GA230819992,20240209,5,5,5,5,"Hair Type: Colored
Hair Concern: Hydrating,Volumizing","Feels nice and tingly, creates so much volume in hair if sprayed onto wet roots after a shower",0
GA230819992,20240209,5,4,4,5,,"Only tried using it recently so haven&rsquo;t been able to see results yet but I&rsquo;ve watched a lot of videos with positive feedback saying it&rsquo;s really helpful. Nice scent, refreshes the scalp, keen to see the results",0
GA230819992,20240208,4,4,4,4,,I already have baby hairs after using 1 bottle.,0
GA230819992,20240207,5,5,5,5,"Hair Type: Hair loss
Hair Concern: Balancing ,Hair Growth,Thickening ",Haven&rsquo;t seen results because I&rsquo;m on my 1st month but it gives instant cooling sensation and the smell is great. I just bought 2 more bottles. Not greasy and easy to apply. I travel a lot and it does not leak,0
GA230819992,20240207,5,5,5,5,"Hair Type: Colored
Hair Concern: Damage Repair,Hair Growth,Scalp Treatment ","So relaxing, I feel so pampered with this ",0
GA230819992,20240205,5,3,5,5,,"I absolutely love this product and I cannot wait to purchase more in the near future! It has an amazing scent and gives me a refreshing tingly sensation every time I spray it on my head. I am aware that all good things take time to work their magic, but I am committed to using this product and seeing the results. I strongly recommend it to anyone who wants a reliable and effective hair care solution.",0
GA230819992,20240205,4,5,5,4,"Hair Type: Fine 
Hair Concern: Hair Growth,Thickening ,Volumizing",Haven&rsquo;t used it long enough to see effects in my hair but it&rsquo;s very soothing and cooling! ,0
GA230819992,20240204,4,4,4,2,"Hair Type: Fine 
Hair Concern: Hair Growth",Good to control scalp.   ,0
GA230819992,20240203,4,4,4,3,"Hair Type: Dry 
Hair Concern: Hydrating",It&#39;s cool and refreshing on the scalp and it adds volume to the roots. Have to use longer to see the benefits.,0
GA230819992,20240203,5,5,5,5,"Hair Type: Thinning 
Hair Concern: Heat Protection,Scalp Treatment ,Thickening ",Great scalp product. Feels cool and refreshing. Will use long term and see if it works.,0
GA230819992,20240201,5,3,5,4,"Hair Type: Fine 
Hair Concern: Thickening ",Very cooling when applied. Also looks like it adds volume to my hair.,0
GA230819992,20240201,5,4,3,3,"Hair Type: Colored
Hair Concern: Damage Repair","I bought this as a present for my mother whose hair is beginning to thin. I really like the minty fresh smell of this, but I can&#39;t attest to how well it works as I only just received this product. It does help with volumizing roots for styling though, so I use it in the morning. The double set is worth the price.",0
GA230819992,20240131,5,5,5,5,"Hair Type: Fine 
Hair Concern: Damage Repair,Hair Growth,Hydrating",I love this stuff. Smells nice. Very refreshing on the scalp. Definitely helps with volumizing the roots. I&#39;ve repurchased several times.,0
GA230819992,20240130,5,3,5,5,"Hair Type: Fine 
Hair Concern: Anti-Frizz,Hydrating,Scalp Treatment ","I can see differences now. I don&rsquo;t know how many bottles I&rsquo;ve finished maybe four or more. So many people kept asking me if I had my hair cut when I didn&rsquo;t for 3-4 months and I didn&rsquo;t know why. And then realized because of new hair growth and volume at the top of head increased, hair length appeared shorter. I can see middle part&rsquo;s new hair growth too. ",0
GA230819992,20240130,4,5,4,4,"Hair Type: Hair loss
Hair Concern: Anti-Frizz,Damage Repair,Hair Growth","It is too soon to tell the results, but I have been liking it so far. It provides a nice refreshing feeling to the scalp. It is easy to apply and does not weigh my hair down. ",0
GA230819992,20240129,3,3,3,3,"Hair Type: Greying 
Hair Concern: Damage Repair",髪が細くなって来たので、薄毛予防に購入。期待を込めて使ってみます。,0
GA230819992,20240129,5,4,4,4,"Hair Type: Hair loss
Hair Concern: Anti-Dandruff,Color Protection,Hair Growth",Haven&#39;t been using long enough to notice a difference. It does have a strong minty smell. ,0
GA230819992,20240129,5,5,5,5,"Hair Type: Colored
Hair Concern: Damage Repair,Heat Protection,Hydrating",smells really nice and leaves a minty feeling on your scalp! ,0
GA230819992,20240128,5,5,5,5,,"It helped me to grow my hair a lot, totally recommend!",0
GA230819992,20240128,3,3,4,3,"Hair Type: Fine 
Hair Concern: Heat Protection,Hair Growth","feel so good on your scapl, very cool",0
GA230819992,20240127,5,4,5,4,"Hair Type: Hair loss
Hair Concern: Anti-Dandruff,Damage Repair,Hair Growth","I love using this on a no hair wash kind of day. I&rsquo;ve noticed new growth and this might be the reason for it. It&rsquo;s nice and cooling on the head which I like. You do have to use a lot of product to even see results- not a bad thing but just a note for other people. I spray this all over my scalp, leg it dry, and my hair looks fresh. It does have a string sent so if that&rsquo;s something that bothers you, you could use this as a before shower treatment ",0
GA230819992,20240127,5,5,4,5,"Hair Concern: Hair Growth,Hydrating,Anti-Dandruff",So nice on the scalp and a wonderful scent for rosemary lovers. Doesn&rsquo;t feel heavy when applied and the bottle is very cute. I like the ease that comes with the special cap.,0
GA230819992,20240126,5,5,5,5,Hair Concern: Anti-Frizz,Love the smell and my hair is nice ^^ ,0
GA230819992,20240126,5,5,5,5,"Hair Type: Colored
Hair Concern: Anti-Dandruff,Anti-Frizz,Balancing ",I love this! The smell is subtle after a few minutes ,0
GA230819992,20240126,5,5,5,5,"Hair Type: Hair loss
Hair Concern: Anti-Frizz,Color Protection,Damage Repair","Dooo lite 

Not stike

No bad smil 

Lite snd soft",0
GA230819992,20240126,5,4,5,5,,It&rsquo;s been helping me shed less hair! I&rsquo;m not sure if it&rsquo;s making my hair thicker but I&rsquo;ve noticed that I have more baby hairs and am losing less hair,0
GA230819992,20240126,5,5,5,5,,It smells amazing and feels really good on my scalp. I really like how it feels minty and fresh and rubs in easily. Doesn&rsquo;t make my hair oily ,0
GA230819992,20240124,5,5,5,5,"Hair Type: Frizzy 
Hair Concern: Anti-Frizz,Damage Repair,Hydrating","i loveeee this ! i actually grew more hair, my hair doesn&rsquo;t get as greasy as fast, the fact that my hair now becomes more volumed. honestly the best thing for my hair ",0
GA230819992,20240124,5,5,5,5,"Hair Type: Frizzy 
Hair Concern: Anti-Frizz,Damage Repair,Hair Growth",this product helped me so much that I repurchased and bought it for my friends and family members who struggle with hair loss. It doesn&rsquo;t make your hair greasy and smells good. I could see the immediate results even after 2-3 days. ,0
GA230819992,20240124,5,5,5,5,"Hair Type: Thinning 
Hair Concern: Hair Growth,Heat Protection,Scalp Treatment ",Just started using and love the way my scalp feels when I massage it in. Slight tingling ,0
GA230819992,20240123,5,4,5,5,"Hair Type: Hair loss
Hair Concern: Scalp Treatment ,Volumizing","My scalp is usually itchy even though I just washed it, after using this product my scalp feel better, and then adds some volume to my hair, and smells nice",0
GA230819992,20240122,5,5,5,5,"Hair Type: Colored
Hair Concern: Anti-Dandruff,Balancing ,Anti-Frizz",暑い時期は微妙？と思っていましたが、乾燥の冬にピッタリ！振ってから使用していませんでした。しっとりタイプなので、冬から春くらいまで使うのに良さそう。,0
GA230819992,20240122,5,5,5,5,,"A very good product, in a fairly short period of time, I noticed that my hair began to grow and also became very soft",0
GA230819992,20240121,4,4,4,5,,Lovely cooling scent.Repeat buyer.,0
GA230819992,20240121,5,4,5,5,,"I&#39;ve been using this product for a couple months and I&#39;m not entirely sure if it&#39;s working, but I&#39;m waiting it out because it hasn&#39;t been too long. The product smells great and has a slight minty/refreshing feeling when spraying on the scalp. It&#39;s a part of my routine after showering now. :) ",0
GA230819992,20240121,5,5,5,5,,نظافه للفروة قبل فايده تحسيت فروه تتنفس  روز ماري معروف فوايد ,0
GA230819992,20240121,3,3,3,4,"Hair Type: Hair loss
Hair Concern: Scalp Treatment ","I have been using this product for the past month and I have been having an EXTREMELY itchy scalp with the dry weather. I&rsquo;ll use this on the 2nd or 3rd day of not washing my hair once it starts getting itchy. I LOVE the application since it&rsquo;s a spray bottle. I part my hair so that my scalp is exposed to better rub it in to my scalp. However, I gave this a 3 because it still does not relieve my scalp as effectively as I wished. I have tried numerous products to help my itchy scalp and I&rsquo;m still looking for the holy grail. I will say this gives an instant cooling sensation on the scalp and does refresh the scalp but for me the itching comes back within the same day. I do use the Aromatica scalping shampoo and exfoliating scrub and I think those work much better than the root enhancer. I typically end up just washing my hair every other day due to the unresolved itching. If you have a really itchy scalp, I would recommend looking into the Aromatica scalp scrub to relieve itchiness.",0
GA230819992,20240120,5,5,5,5,"Hair Concern: Hair Growth,Thickening ",I bought this to help my roots get a little extra volume and one of the side effects is I seem to be losing less hair in the shower and when I brush my hair. Kind of obsessed with this now!,0
GA230819992,20240120,4,4,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Damage Repair",It&#39;s cool on the scalp and has a refreshing effect but uncertain hair growth,0
GA230819992,20240119,5,5,5,5,"Hair Type: Hair loss
Hair Concern: Hair Growth",great.                         ,0
GA230819992,20240118,5,4,5,5,,I apply to my roots each night and I&rsquo;ve seen new hair and growth after one complete bottle use! I will continue to use. It has helped so much to prevent hair loss and grow back new hair!,0
GA230819992,20240118,5,5,5,5,"Hair Type: Hair loss
Hair Concern: Anti-Dandruff,Hair Growth,Hydrating",This is a repurchase. The smells is nice and it refresh your scalp. It promotes hair growth. I can see there are lots of baby hairs. Highly recommend it.,0
GA230819992,20240118,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Dandruff,Shine ,Thickening ","This spray has made my hair thicker, eliminated my dry scalp, and stopped me from losing as much hair to shedding. I spray it after I wash my hair before it dries and at night on dry hair/scalp to give it a refresh for the morning. Since using this I&rsquo;ve also found that I can go longer between washes. This is my second time buying this after using up my old one and I would highly recommend it!!",0
GA230819992,20240117,4,3,3,4,"Hair Type: Dry 
Hair Concern: Scalp Treatment ,Hair Growth,Damage Repair","It has a nice cooling effect on the scalp, is very therapeutic and it smells nice ",0
GA230819992,20240117,5,4,5,5,,Been using it everyday after a shower and I can visibly notice baby hairs growing on my scalp! This with the hairloss shampoo has been great for my scalp,0
GA230819992,20240117,5,5,5,5,"Hair Type: Thinning 
Hair Concern: Anti-Frizz,Balancing ,Anti-Dandruff",i haven&rsquo;t received the package yet but i&rsquo;m somehow able to write a review ,0
GA230819992,20240117,5,5,5,5,"Hair Type: Frizzy 
Hair Concern: Anti-Dandruff,Anti-Frizz,Balancing ",I have tried this for a week and I love it. It volumizes your hair and keeps your oil free longer. It gives a very nice cooling sensation when applied. Definitely will repurchase.,0
GA230819992,20240116,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Hair Growth,Thickening ,Volumizing",love this sm its amazing ,0
GA230819992,20240115,5,3,5,4,"Hair Type: Frizzy 
Hair Concern: Damage Repair,Hydrating",Clean formulation and helps hair growth! Actually works,0
GA230819992,20240114,5,3,5,5,"Hair Type: Colored
Hair Concern: Anti-Dandruff,Anti-Frizz,Color Protection","Ever since I have been using this product, I have noticed a lot more compliments on my hair. It cleans the scalp nicely and makes my hair grow faster. To me, the best part is the scent. I gave some to my boyfriend who experiences hair loss to try it out!",0
GA230819992,20240113,5,4,5,5,,"The scent is amazing!!
My scalp feels extra clean and I notice my hair is less oily now",0
GA230819992,20240112,5,5,5,5,"Hair Type: Hair loss
Hair Concern: Anti-Dandruff,Anti-Frizz,Damage Repair",It&rsquo;s the best for my hair and love it,0
GA230819992,20240108,5,4,5,5,,"I have bleached my scalp 3x and bought this to hopefully speed regrowth, used a whole bottle consistently before I need to wash my hair (2-3x a week)and it&rsquo;s grown some baby hairs! Absolutely love the rosemary scent, doesn&rsquo;t feel oily or heavy and doesn&rsquo;t dry greasy on the hair with a nice cooking sensation",0
GA230819992,20240104,5,5,5,5,"Hair Type: Colored
Hair Concern: Anti-Dandruff,Anti-Frizz,Color Protection",Just started using it and I really like it,0
GA230819992,20240104,5,4,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Hair Growth,Scalp Treatment ",Light-weight and non greasy on the hair!,0
GA230819992,20240104,5,5,4,4,,very cooling on the scalp,0
GA230819992,20240102,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Dandruff,Hair Growth,Heat Protection",The spray leaves a minty feeling for a few minutes on your scalp. The spray applicator makes application a lot easier. Not sure if it is helping with hair growth but it feels pretty nice and fresh. Does not leave the hair or scalp greasy. ,0
GA230819992,20231231,5,4,5,5,,Obsessed with how it makes my scalp feel ,0
GA230819992,20231229,5,4,5,5,"Hair Type: Frizzy 
Hair Concern: Anti-Frizz,Damage Repair,Hair Growth","Its been only 4 days since I started using this spray and I can already notice a small difference. Also, it does&rsquo;t make your hair look greasy and smells good.",0
GA230819992,20231229,3,3,4,3,,Feels nice and refreshing/minty on my scalp! Not sure if it has done anything for root enhancing. ,0
GA230819992,20231227,4,1,4,2,"Hair Type: Fine 
Hair Concern: Hair Growth","I haven&rsquo;t used this product long enough to see results yet but when I put it on after I shower, it definitely does cool my scalp. Only downside of this product is that it does contain alcohol. It does not make my hair any oily than usual. I am going to continue using this product. ",0
GA230819992,20231227,5,4,4,5,"Hair Type: Hair loss
Hair Concern: Hair Growth,Thickening ","I have been using this root enhancer for a few months now, not everyday but frequently, looks like it helps with hair loss - on my second bottle now. ",0
GA230819992,20231226,5,5,5,5,"Hair Type: Fine 
Hair Concern: Anti-Dandruff,Balancing ,Hydrating",Heard it&rsquo;s good. My friend loves it so I&rsquo;m excited to try it,0
GA230819992,20231225,5,5,5,4,"Hair Type: Fine 
Hair Concern: Volumizing",Not very oily at all because the extracts are suspended in ethanol so it dried quickly. I have oily hair so it&rsquo;s fine for me but I would be careful if you have dry hair or dry skin. The smell can be overwhelming at first but has a cooling sensation after applying,0
GA230819992,20231225,5,5,5,5,,Helped with my hair loss so much and it&rsquo;s also leave my scalp refreshed!,0
GA230819992,20231225,5,5,5,5,"Hair Type: Frizzy 
Hair Concern: Heat Protection,Hair Growth,Anti-Frizz","THIS IS MY FAVOURITE PRODUCT! I use it daily before styling  hair in the morning. Feels very refreshing and minty! Love love love this stuff, comes in double pack for nearly the same price as the original. Can&rsquo;t say enough good things. Hoping to see good growth results ",0
GA230819992,20231224,5,5,5,5,,"I like using  this one  very much, when it&#39;s applying  one ,feeling very cool and stress&#39;s  gone
  Very highly recommended ",0
